Tweet,Student,"Sentiment (positive, negative, or Neutral)"
rt AT_USER flatpack bed made from cardboard blackcountry teacher's innovation to help homeless through winter more AT_USER https:\u2026,Michael Digiovanni,positive
get the look- what to wear to a winter wedding URL #egl URL,Michael Digiovanni,neutral
this bedroom would be nice for those chilly winter months. that bed looks perfect for snuggling! URL,Michael Digiovanni,positive
im ready for this winter break\ud83d\udc4c\ud83d\ude0d\ud83d\udc4f,Michael Digiovanni,positive
full moon tuesday fullmoontonight forest winter URL,Michael Digiovanni,neutral
"AT_USER AT_USER only about 10, lol haven't had much time with finals and what not, this winter break i'm gonna binge on the game",Michael Digiovanni,positive
11 creative reads for autumn/winter 2015 AT_USER URL,Michael Digiovanni,positive
winter skin care swaps to make now URL,Michael Digiovanni,neutral
"AT_USER a combination of assignments,broken shoes and no winter bike yet! hoping to bump up everything in december and catch up",Michael Digiovanni,negative
rt AT_USER new picture of cara delevingne for mango's autumn winter campaign. URL,Michael Digiovanni,neutral
hear johnny winter it's my life baby on ursman radioshow URL,Michael Digiovanni,neutral
5 best essential oils for winter: URL,Michael Digiovanni,neutral
ive tweeted two negative sounding tweets about winter but im actually super excited about it \u2744\ufe0f\u2744\ufe0f\u2744\ufe0f\u2744\ufe0f,Michael Digiovanni,positive
"hmmm, wondering what to do on a chilly winter wednesday tomorrow? come and paint christmas decorations at... URL",Michael Digiovanni,positive
rt AT_USER this kinda makes me excited for winter \u2744\ufe0f\u2601\ufe0f URL,Michael Digiovanni,positive
rt AT_USER not having someone to lay in bed with in the winter is the worst,Michael Digiovanni,negative
"winter is coming, are your items safely tucked in a heated storage unit?",Michael Digiovanni,neutral
pink queen red ladies cute warm winter tweed poncho hooded pea coat - bid now! only $29.0 URL URL,Michael Digiovanni,neutral
may everyone feel as mighty as a zebra's shadow on a winter's day. \ud83d\ude4f URL,Michael Digiovanni,positive
i'm so excited for winter wonderland this weekend! \ud83d\ude0d,Michael Digiovanni,positive
love the lunar chronicles? enter to win a paperback of cinder &amp; a sneak peek sampler to heartless URL,Michael Digiovanni,neutral
no snow we aren't ready!!!! URL,Nicholas Chin,negative
rt AT_USER must be winter! love my slow cooker! jambalaya for tea tomorrow i think! slowcooker foodie URL,Nicholas Chin,positive
golf season's over... which means the winter bags league season is here! create a team of up to five members and... URL,Nicholas Chin,neutral
boston had the plow-&amp;-salt-stockpile equivalent of a north korean military parade: URL bospoli URL,Nicholas Chin,neutral
rt AT_USER venue for winter break. \u2714\ufe0f URL,Nicholas Chin,neutral
rt AT_USER a step-by-step guide to using books to trick yourself into liking winter: URL URL,Nicholas Chin,neutral
rt AT_USER want to win a winter warmer goodie bag!? just rt &amp; follow to enter \ud83d\udc4f\ud83c\udffb\ud83c\udf41\ud83c\udf84 URL,Nicholas Chin,neutral
rt xxl: peep the toshio maeda for supreme 2015 fall/winter collection: URL URL,Nicholas Chin,neutral
winter has arrived! check out the contest we are running with parkland tourism here! URL,Nicholas Chin,positive
rt AT_USER i'm not surprised girls want a boyfriend for winter looking at the price of coats in topshop \ud83d\ude02,Nicholas Chin,negative
"pink winter\"". i used a pieced block i made a while ago as the tag for the back of my quilt. URL",Nicholas Chin,neutral
rt AT_USER the fire is roaring which is one sign that winter is well and truly here. another sign is that you're fighting... http\u2026,Nicholas Chin,negative
i love the thought of winter but as soon as its here i want it to be warm again bc i hate being cold,Nicholas Chin,negative
rt AT_USER it's time for the winter mani! rt &amp; follow to win our nail art tool kit. ends 25th nov. t&amp;cs. URL wjy,Nicholas Chin,neutral
i entered the harperwinter2016tour to win 40+ books with AT_USER AT_USER &amp; AT_USER URL,Nicholas Chin,neutral
nasa plans twin sounding rocket launches over norway this winter URL,Nicholas Chin,neutral
the journey for refugees is more perilous than ever as winter sets in across europe. URL,Nicholas Chin,negative
AT_USER do you like winter? iheartshawnandcamila,Nicholas Chin,neutral
"virginia nws: virginia forecast includes colder, wetter winter -\u2026 URL va URL",Nicholas Chin,neutral
rt AT_USER i am ready for the winter weather! URL,Nicholas Chin,positive
AT_USER AT_USER he would rather see them starve in the winter when food is scarce.,Nicholas Chin,negative
"rt AT_USER in navigating the rapidly changing world of dating, i know that i must be my sole source of self-confidence. - susan w\u2026",Nicholas Chin,neutral
rt AT_USER URL caped crusaders 2015-2016 fall autumn winter womens trend watch fashion aw15 fw15 poncho https\u2026,Nicholas Chin,neutral
i liked a AT_USER video from AT_USER URL creamy tomato &amp; basil soup | winter food recipe,Nicholas Chin,positive
check out new autumn european fashion women winter knitting dress brief stile # URL via AT_USER,Nicholas Chin,neutral
rt AT_USER downtown cleveland alliance's 6th annual winter wine &amp; ale fest is this saturday the 28th. your admission include... htt\u2026,Nicholas Chin,neutral
rt AT_USER &lt;3 to AT_USER always tomtheknife tommytuesday now i cantwait for winter or sandcastle go tf go!! x \ud83d\udcaf\ud83d\udc4a\ud83c\udffc\u2764\ufe0f https\u2026,Nicholas Chin,positive
"rt AT_USER mcofs winter safety talks with heather morning, coming to a venue near you soon - this could save your life! URL",Nicholas Chin,positive
rt AT_USER abstract nightmare this winter treseason AT_USER AT_USER AT_USER AT_USER URL,Nicholas Chin,neutral
.AT_USER solves all your winter style conundrums with its winter warmers edit: URL URL,Nicholas Chin,positive
it's going to be a hard winter as that is the 4th packet of food i have given mr pitt since 4.00pm. he knows something we humans don't.,Nicholas Chin,negative
great to keep your lips smooth in winter lush lipscrub winter handmadecosmetics lushcosmetics URL,Nicholas Chin,neutral
hustling to get new items ready for upcoming holiday shows. this weekend is the deluxe winter market\u2026 URL,Nicholas Chin,neutral
rt AT_USER the city is so amazing during the winter holidays i love it,Nicholas Chin,positive
"winter driving, especially with fresh snow: it's challenging at the best of times. slow down; don't add to the danger.",Nicholas Chin,negative
i hate winter so much,Nicholas Chin,negative
colds in the winter - that's a no-no,Nicholas Chin,negative
addicting to breathe cold air. winter is really here \u2744,Nicholas Chin,neutral
rt AT_USER looking for activities during the holiday break? sign up today for our winter camps: URL URL,Nicholas Chin,neutral
winter artwork is coming!!!! x3 gotham URL,Nicholas Chin,neutral
rt AT_USER .AT_USER announce lengthy winter tour into 2016: URL,Nicholas Chin,positive
rt AT_USER in need of a cuddle buddy this winter lol,Nicholas Chin,neutral
jspoir melodiz men\\'s winter 100% cotton socks/ 3 packs URL URL,Nicholas Chin,neutral
sheldamar: watched on periscope: snow! dockside scope! muskoka winter. URL URL,Nicholas Chin,neutral
found a playlist of winter songs from games and it's neat how they go from 'quiet contemplation' to 'woo sledding' URL,Nicholas Chin,neutral
rt AT_USER winter vibes are beautiful URL,Nicholas Chin,positive
new women's mid calf winter snow fashion boots size 5 -10 - buy it now! only $16.95 URL URL,Nicholas Chin,neutral
r/baseball winter meetings game URL,Nicholas Chin,neutral
"AT_USER dvr'd the episodes, and i will be rewatching through the long cold winter.",Nicholas Chin,neutral
the holistic guide to staying healthy this winter URL URL,Nicholas Chin,neutral
"thanks to all those who attended our winter fair on monday, we hope you all enjoyed the children's creations. we raised a fantastic \u00a31500!",Nicole Zeffer,positive
is daytime baking a reflexive response to winter? cornbread apple stuffing with onion and celery. if it sounds bad at least the oven is on.,Nicole Zeffer,neutral
rt AT_USER winter is here?? check the new ea7 winter collection on URL AT_USER URL,Nicole Zeffer,neutral
"sales 2008 nhl winter classic, buffalo, ny sabres &amp; penguins program &amp; 2 tickets URL tfw URL",Nicole Zeffer,neutral
rt AT_USER winter is coming... URL,Nicole Zeffer,neutral
rt AT_USER this makes me excited for winter \u2744\ufe0f\u2601\ufe0f URL,Nicole Zeffer,positive
winter is depression time for me and im already feelin it fhfhgjf,Nicole Zeffer,negative
just before dark realized forecast temp of -6 to -8 degrees meant our little fig tree would probably die. got out &amp; buried it for the winter,Nicole Zeffer,negative
*new blog post* - my top 5 barry m autumn/winter polishes!! nails barrym nailpolish bblogger\u2026 URL,Nicole Zeffer,neutral
winter adventures URL,Nicole Zeffer,neutral
rt AT_USER love it \u270c\u2764mountain asturias winter monta\u00f1a pajares beautiful mountains shot love \u2026 URL URL,Nicole Zeffer,neutral
rt AT_USER getting the gym organized for upcoming winter sports! big thank you to jim and martin on getting the signs up! URL,Nicole Zeffer,positive
rt AT_USER help those in need stay warm this winter! join the 13th annual coatdrive AT_USER URL URL,Nicole Zeffer,positive
rt AT_USER we've got this winter covered with the most awarded suv ever. URL,Nicole Zeffer,neutral
rt AT_USER wrap up warm this winter with a winter hat from patzhatz URL URL,Nicole Zeffer,neutral
rt AT_USER petition: let homeless sleep in birmingham grand central over winter. housingcrisis URL via AT_USER,Nicole Zeffer,neutral
"rt AT_USER the bryant park winter village's tree lighting is dec 1, and it features a bunch of big-time olympic ice skaters. https\u2026",Nicole Zeffer,neutral
stay safe! make sure your vehicle is prepared for the weather. URL trunkjunk URL,Nicole Zeffer,neutral
rt AT_USER save on heating bills. keep warm in winter with cottages by candlelight. URL,Nicole Zeffer,neutral
a moment of silence for all the chapstick i'm going to lose this winter,Nicole Zeffer,negative
2015 winter boots lace up ankle casual brand winter shoes 9 colors # ankleboots URL,Nicole Zeffer,neutral
all wrapped up and ready for winter! AT_USER winterishere URL,Nicole Zeffer,positive
AT_USER this is ksa clothes in winter isn't harry potter cosplay \ud83d\ude02\ud83d\ude02,Nicole Zeffer,neutral
mossimo supply top 38% off retail! risdarling fashion tradesy goals minimalist treatyoself winter christmas URL,Nicole Zeffer,neutral
new hat and newly done hair \ud83d\udc87\ud83d\udc71 today was a good day winter hat fauxfur shopping highlights blonde URL,Nicole Zeffer,positive
"winter is my fav season of them all ....cold temps means : more performance out of my hardware : phone , pc \ud83d\ude01",Nicole Zeffer,positive
hate winter all it does is give me a cold and a sore throat...like merry christmas to me?!?!?!,Nicole Zeffer,negative
"like winter snow on summer lawn, time past is time gone.",Nicole Zeffer,negative
AT_USER winter upgrades,Nicole Zeffer,neutral
"byz continues winter weather advisory valid at nov 24, 5:00 pm mst for northern rosebud, treasure [mt] till nov 26, 5:00 am mst \u2026",Nicole Zeffer,neutral
i spend all winter and thanksgiving last year down south in fl and texas . now i'll be spending it in pa \ud83d\ude33\ud83d\ude33,Nicole Zeffer,neutral
rt AT_USER and so begins another newbrunswick winter explorenb canada URL,Nicole Zeffer,neutral
1 adult nfl\u00ae new era\u00ae san diego chargers retro winter fresh pom-top beanie hat URL football URL,Nicole Zeffer,neutral
rt AT_USER tonight: AT_USER headlines the echo with AT_USER winter (AT_USER tix: URL URL,Nicole Zeffer,neutral
winter weather advisory issued november 24 at 2:26pm mst until november 26\u2026 URL URL,Nicole Zeffer,neutral
kapolei winter parent meeting... tonight AT_USER AT_USER gym.,Nicole Zeffer,neutral
"rt AT_USER acabo de ver \"" winter on fire: ukraine's fight for freedom \"" fuertisima. la recomiendo",Nicole Zeffer,neutral
these AT_USER sunbirds are \ud83d\udd25\ud83d\udd25\ud83d\udd25. protect your eyes from the winter glare. ditaeyewear eleganteyesinc URL,Nicole Zeffer,neutral
